School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Primary Icon,Updated Latitude,Updated Longitude
Vassar College,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Baccalaureate Colleges,"Poughkeepsie, NY",www.vassar.edu,www.vassarathletics.com/,737_737.site.png,41.7065539,-73.9283672
Marist College,Division I,Division I,DI FCS,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Poughkeepsie, NY",www.GoRedFoxes.com,www.marist.edu,738_738.favicon.ico,41.7065539,-73.9283672
State University of New York at New Paltz,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"New Paltz, NY",www.newpaltz.edu/,www.nphawks.com,739_739.site.png,41.7464972,-74.0844894
Bard College,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Baccalaureate Colleges,"Annandale-On-Hudson, NY",www.bard.edu,www.bardathletics.com,740_740.site.png,42.0128695,-73.9081901
State University of New York at Delhi,Division III,Division III,Non-DI,Provisional Member,North Atlantic Conference,North Atlantic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Delhi, NY",delhibroncos.com/landing/index,www.delhi.edu,741_741.favicon-194x194.png,42.2781401,-74.9159946
Hartwick College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Baccalaureate Colleges,"Oneonta, NY",www.hartwick.edu,www.hartwickhawks.com,742_742.favicon.ico,42.453492,-75.0629531
State University of New York at Oneonta,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Oneonta, NY",www.oneonta.edu,www.oneontaathletics.com,743_743.site.png,42.453492,-75.0629531
The College of Saint Rose,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Albany, NY",gogoldenknights.com,www.strose.edu,,42.6511674,-73.754968
University at Albany,Division I,Division I,DI FCS,Active Member,America East Conference,America East Conference,Non-HBCU,Public,Research Universities,"Albany, NY",www.albany.edu,www.ualbanysports.com,745_745.favicon.ico,42.6511674,-73.754968
Siena College,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Loudonville, NY",www.siena.edu,www.sienasaints.com,746_746.favicon.ico,42.7048009,-73.7548424
The Sage Colleges,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Research Universities,"Troy, NY",www.sage.edu/,www.sagegators.com,747_747.thumbnail_default.jpg,42.7284117,-73.6917878
Union College (New York),Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Baccalaureate Colleges,"Schenectady, NY",www.union.edu/,www.unionathletics.com/,748_748.favicon.ico,42.8142432,-73.9395687
Rensselaer Polytechnic Institute,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Research Universities,"Troy, NY",www.rpi.edu,www.rpiathletics.com,749_749.site.png,42.7284117,-73.6917878
State University of New York at Cobleskill,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Cobleskill, NY",www.cobleskill.edu/ATHLETICS,www.cobleskill.edu/home.asp,750_750.favicon.ico,42.677853,-74.4854172
Binghamton University,Division I,Division I,DI Subdivision,Active Member,America East Conference,America East Conference,Non-HBCU,Public,Research Universities,"Binghamton, NY",www.binghamton.edu,www.bubearcats.com,751_751.site.png,42.096968,-75.914341
Elmira College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Baccalaureate Colleges,"Elmira, NY",athletics.elmira.edu,www.elmira.edu,752_752.site.png,42.0897965,-76.8077338
Ithaca College,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Master's Colleges & Universities,"Ithaca, NY",athletics.ithaca.edu,www.ithaca.edu/,753_753.site.png,42.4396039,-76.4968019
State University of New York at Cortland,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Cortland, NY",www.cortland.edu,www.cortland.edu/athletics,754_754.favicon.ico,42.5842136,-76.0704906
Colgate University,Division I,Division I,DI FCS,Active Member,Patriot League,Patriot League,Non-HBCU,Private,Baccalaureate Colleges,"Hamilton, NY",www.colgate.edu,www.gocolgateraiders.com,756_756.site.png,43.6307863,-74.4659275
Morrisville State College,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Morrisville, NY",www.morrisville.edu,www.morrisville.edu,757_757.apple-touch-icon.png,42.8986566,-75.6402204
Cazenovia College,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Cazenovia, NY",www.cazenovia.edu,www.cazenoviawildcats.com,758_758.favicon.ico,42.9300668,-75.8526915
State University of New York at Geneseo,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Geneseo, NY",www.geneseo.edu/,www.geneseoknights.com,759_759.thumbnail_default.jpg,42.795896,-77.816947
Keuka College,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Keuka Park, NY",www.keuka.edu/,www.keuka.edu/sports/index.html,,42.6153474,-77.0921927
Alfred State College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Alfred, NY",www.alfredstate.edu,www.alfredstateathletics.com,761_761.thumbnail_default.jpg,42.2542366,-77.7905509
Alfred University,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Master's Colleges & Universities,"Alfred, NY",www.alfred.edu,www.gosaxons.com,762_762.site.png,42.2542366,-77.7905509
Houghton College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Baccalaureate Colleges,"Houghton, NY",athletics.houghton.edu,www.houghton.edu,763_763.site.png,42.4215115,-78.16402597083982
St. Bonaventure University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"St. Bonaventure, NY",www.gobonnies.com,www.sbu.edu,764_764.thumbnail_default.jpg,42.080483650000005,-78.47727859383562
The State University of New York at Fredonia,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Fredonia, NY",www.fredonia.edu,www.fredoniabluedevils.com,765_765.site.png,42.440058,-79.331711
Hilbert College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hamburg, NY",www.hilbert.edu,www.hilberthawks.com,766_766.favicon.ico,42.716293,-78.828717
"Buffalo State, State University of New York",Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Buffalo, NY",www.buffalostate.edu,www.buffalostateathletics.com,767_767.favicon.ico,42.8867166,-78.8783922
D'Youville College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Research Universities,"Buffalo, NY",athletics.dyc.edu/landing/index,www.dyc.edu,,42.8867166,-78.8783922
Canisius College,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Buffalo, NY",www.canisius.edu,www.gogriffs.com,769_769.site.png,42.8867166,-78.8783922
Medaille College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Buffalo, NY",www.medaille.edu/,www.medaillesports.com,770_770.site.png,42.8867166,-78.8783922
Daemen College,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Research Universities,"Amherst, NY",wildcats.daemen.edu,www.daemen.edu,,42.9783924,-78.7997616
"University at Buffalo, the State University of New York",Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Buffalo, NY",www.buffalo.edu,www.ubbulls.com,772_772.site.png,42.8867166,-78.8783922
Niagara University,Division I,Division I,DI Subdivision,Active Member,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Niagara University, NY",www.niagara.edu,www.purpleeagles.com,773_773.favicon.ico,43.13755555,-79.03751255858937
Rochester Institute of Technology,Division III,Division III,Non-DI,Active Member,Liberty League,Liberty League,Non-HBCU,Private,Research Universities,"Rochester, NY",www.rit.edu/,www.ritathletics.com,774_774.site.png,43.157285,-77.615214
St. John Fisher College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Research Universities,"Rochester, NY",www.sjfc.edu/,www.sjfc.edu/athletics,,43.157285,-77.615214
Nazareth College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Master's Colleges & Universities,"Rochester, NY",www.naz.edu,www.nazathletics.com,776_776.favicon.ico,43.157285,-77.615214
Roberts Wesleyan College,Division II,Division II,Non-DI,Active Member,East Coast Conference,East Coast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Rochester, NY",athletics.roberts.edu/,www.roberts.edu,778_778.favicon.ico,43.157285,-77.615214
"College at Brockport, State University of New York",Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Brockport, NY",gobrockport.com,www.brockport.edu,779_779.site.png,43.213671,-77.93918
State University of New York at Oswego,Division III,Division III,Non-DI,Active Member,State University of New York Athletic Conference,State University of New York Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Oswego, NY",oswegolakers.com/index.aspx,www.oswego.edu/index,780_780.site.png,43.4112973,-76.1279841
Le Moyne College,Division II,Division II,Non-DI,Active Member,Northeast-10 Conference,Northeast-10 Conference,Non-HBCU,Private,Master's Colleges & Universities,"Syracuse, NY",www.lemoyne.edu/,www.lemoynedolphins.com,781_781.site.png,43.0481221,-76.1474244
Syracuse University,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Private,Research Universities,"Syracuse, NY",suathletics.com,www.syr.edu/,782_782.site.png,43.0481221,-76.1474244
Utica College,Division III,Division III,Non-DI,Active Member,Empire 8,Empire 8,Non-HBCU,Private,Master's Colleges & Universities,"Utica, NY",www.ucpioneers.com,www.utica.edu/,,43.1009031,-75.2326641
State University of New York Polytechnic Institute,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Utica, NY",www.sunyit.edu,www.wildcats.sunyit.edu,,43.1009031,-75.2326641
Hamilton College,Division III,Division III,Non-DI,Active Member,New England Small College Athletic Conference,New England Small College Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Clinton, NY",www.hamilton.edu,www.hamilton.edu/athletics,,43.0484029,-75.3785034
Hillsdale College,Division II,Division II,Non-DI,Active Member,Great Midwest Athletic Conference,Great Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Hillsdale, MI",www.hillsdale.edu,www.hillsdale.edu/athletics,786_786.thumbnail_default.jpg,41.8779105,-84.5984396
Adrian College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Adrian, MI",www.adrian.edu,www.adrianbulldogs.com,787_787.thumbnail_default.jpg,41.8975152,-84.0373054
University of Michigan,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Ann Arbor, MI",mgoblue.com,www.umich.edu/,788_788.favicon.ico,42.2681569,-83.7312291
University of Detroit Mercy,Division I,Division I,DI Subdivision,Active Member,Horizon League,Horizon League,Non-HBCU,Private,Research Universities,"Detroit, MI",www.detroittitans.com,www.udmercy.edu,789_789.favicon.ico,42.3315509,-83.0466403
Oakland University,Division I,Division I,DI Subdivision,Active Member,Horizon League,Horizon League,Non-HBCU,Public,Research Universities,"Rochester, MI",www.goldengrizzlies.com,www.oakland.edu,790_790.site.png,42.680588,-83.1338214
Albion College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Albion, MI",www.albion.edu,www.gobrits.com,791_791.thumbnail_default.jpg,42.243097,-84.7530304
Olivet College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Olivet, MI",www.olivetcollege.edu/,www.olivetcomets.com,792_792.thumbnail_default.jpg,42.4414273,-84.9241542
Western Michigan University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Kalamazoo, MI",www.wmich.edu,www.wmubroncos.com,793_793.site.png,42.291707,-85.5872286
University of Notre Dame,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Private,Research Universities,"Notre Dame, IN",www.nd.edu,www.und.com,794_794.apple-touch-icon.png,41.704567749999995,-86.23822026017265
Kalamazoo College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Kalamazoo, MI",hornets.kzoo.edu/landing/index,www.kzoo.edu/,,42.291707,-85.5872286
Michigan State University,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"East Lansing, MI",www.msu.edu,www.msuspartans.com,796_796.site.png,42.7355416,-84.4852469
Hope College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Holland, MI",athletics.hope.edu,www.hope.edu,797_797.thumbnail_default.jpg,42.7876022,-86.1090828
Grand Valley State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Allendale, MI",gvsulakers.com,www.gvsu.edu,798_798.site.png,42.9903205,-85.95296849268018
Calvin University,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Master's Colleges & Universities,"Grand Rapids, MI",calvinknights.com,www.calvin.edu,799_799.thumbnail_default.jpg,42.9632405,-85.6678639
Central Michigan University,Division I,Division I,DI FBS,Active Member,Mid-American Conference,Mid-American Conference,Non-HBCU,Public,Research Universities,"Mount Pleasant, MI",www.cmich.edu,www.cmuchippewas.com,800_800.site.png,43.597646,-84.7668495
Northwood University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Private,Special Focus Schools,"Midland, MI",gonorthwood.com,www.northwood.edu,,43.6155825,-84.2472117
Saginaw Valley State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"University Center, MI",www.svsu.edu,www.svsucardinals.com,802_802.thumbnail_default.jpg,42.73778025,-84.55423361106077
Alma College,Division III,Division III,Non-DI,Active Member,Michigan Intercol. Ath. Assn.,Michigan Intercol. Ath. Assn.,Non-HBCU,Private,Baccalaureate Colleges,"Alma, MI",www.alma.edu,www.goalmascots.com,,43.37892,-84.659727
Ferris State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Research Universities,"Big Rapids, MI",www.ferris.edu,www.ferrisstatebulldogs.com,804_804.thumbnail_default.jpg,43.698078,-85.483656
University of Wisconsin-Parkside,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Kenosha, WI",www.parksiderangers.com,www.uwp.edu,805_805.site.png,42.5846773,-87.8212263
Beloit College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Beloit, WI",www.beloit.edu,www.beloit.edu/bucs/,806_806.favicon.ico,42.5083272,-89.031784
University of Wisconsin-Platteville,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Platteville, WI",www.letsgopioneers.com,www.uwplatt.edu,807_807.thumbnail_default.jpg,42.7342942,-90.4784451
Edgewood College,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Research Universities,"Madison, WI",www.EdgewoodCollegeEagles.com,www.edgewood.edu,808_808.favicon.ico,43.074761,-89.3837613
University of Wisconsin-Madison,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Madison, WI",www.uwbadgers.com,www.wisc.edu/,809_809.android-chrome-192x192.png,43.074761,-89.3837613
Maranatha Baptist University,Division III,Division III,Non-DI,Active Member,Independent,Independent,Non-HBCU,Private,Baccalaureate Colleges,"Watertown, WI",www.mbu.edu/,www.mbu.edu/athletics,810_810.thumbnail_default.jpg,43.1948481,-88.7286352
University of Wisconsin-Whitewater,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Whitewater, WI",www.uww.edu/,www.uwwsports.com,811_811.site.png,42.8336422,-88.7292679
Carthage College,Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Baccalaureate Colleges,"Kenosha, WI",athletics.carthage.edu,www.carthage.edu,812_812.site.png,42.5846773,-87.8212263
University of Wisconsin-Milwaukee,Division I,Division I,DI Subdivision,Active Member,Horizon League,Horizon League,Non-HBCU,Public,Research Universities,"Milwaukee, WI",www.mkepanthers.com,www4.uwm.edu,813_813.favicon.ico,43.0349931,-87.922497
Alverno College,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Milwaukee, WI",athletics.alverno.edu/,www.alverno.edu,814_814.site.png,43.0349931,-87.922497
Wisconsin Lutheran College,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Milwaukee, WI",www.wlc.edu,www.wlcsports.com/landing/index,815_815.favicon-194x194.png,43.0349931,-87.922497
Carroll University (Wisconsin),Division III,Division III,Non-DI,Active Member,College Conference of Illinois & Wisconsin,College Conference of Illinois & Wisconsin,Non-HBCU,Private,Master's Colleges & Universities,"Waukesha, WI",www.carrollu.edu,www.gopios.com,816_816.favicon.ico,43.0116784,-88.2314813
Mount Mary University,Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Private,Master's Colleges & Universities,"Milwaukee, WI",mtmaryathletics.com,www.mtmary.edu/,817_817.favicon-194x194.png,43.0349931,-87.922497
Lake Forest College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Lake Forest, IL",www.goforesters.com,www.lakeforest.edu,818_818.thumbnail_default.jpg,42.2586342,-87.840625
Concordia University Wisconsin,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Research Universities,"Mequon, WI",www.cuw.edu,www.cuwfalcons.com,819_819.favicon-194x194.png,43.2219088,-87.9822969
Lakeland University,Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Plymouth, WI",lakelandmuskies.com/,www.lakeland.edu/,820_820.site.png,43.7486054,-87.977038
Marian University (Wisconsin),Division III,Division III,Non-DI,Active Member,Northern Athletics Collegiate Conference,Northern Athletics Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Fond Du Lac, WI",www.marianuniversity.edu,www.sabreathletics.com,821_821.thumbnail_default.jpg,43.7533414,-88.4493796
University of Wisconsin-Oshkosh,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Oshkosh, WI",www.uwosh.edu/,www.uwoshkoshtitans.com,822_822.thumbnail_default.jpg,44.0206919,-88.5408574
Ripon College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Ripon, WI",www.ripon.edu,www.ripon.edu/athletics,823_823.site.png,43.8424502,-88.8372972
Lawrence University,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"Appleton, WI",www.lawrence.edu/,www.lawrence.edu/athletics,824_824.site.png,44.2611337,-88.4067604
University of Wisconsin-Green Bay,Division I,Division I,DI Subdivision,Active Member,Horizon League,Horizon League,Non-HBCU,Public,Master's Colleges & Universities,"Green Bay, WI",GreenBayPhoenix.com,www.uwgb.edu,825_825.site.png,44.5126379,-88.0125794
St. Norbert College,Division III,Division III,Non-DI,Active Member,Midwest Conference,Midwest Conference,Non-HBCU,Private,Baccalaureate Colleges,"De Pere, WI",www.snc.edu,www.snc.edu/athletics,826_826.apple-touch-icon-114x114-precomposed.png,44.4487476,-88.0601086
University of Wisconsin-Stevens Point,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Stevens Point, WI",athletics.uwsp.edu,www.uwsp.edu/,827_827.site.png,44.5229223,-89.574111
University of Wisconsin-Eau Claire,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Eau Claire, WI",www.blugolds.com,www.uwec.edu/,828_828.thumbnail_default.jpg,44.811349,-91.4984941
University of Wisconsin-River Falls,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"River Falls, WI",www.uwrf.edu/,www.uwrfsports.com,829_829.site.png,44.8595111,-92.6265897
University of Wisconsin-Stout,Division III,Division III,Non-DI,Active Member,Wisconsin Intercollegiate Athletic Conference,Wisconsin Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Menomonie, WI",athletics.uwstout.edu,www.uwstout.edu/,830_830.site.png,44.8755183,-91.9193422
Lake Superior State University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Sault Ste. Marie, MI",www.lssu.edu/,www.lssulakers.com,831_831.thumbnail_default.jpg,46.490586,-84.359269
Northern Michigan University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Marquette, MI",www.nmu.edu/,www.nmuwildcats.com,832_832.thumbnail_default.jpg,46.4481521,-87.6305899
Michigan Technological University,Division II,Division II,Non-DI,Active Member,Great Lakes Intercollegiate Athletic Conference,Great Lakes Intercollegiate Athletic Conference,Non-HBCU,Public,Research Universities,"Houghton, MI",www.michigantechhuskies.com,www.mtu.edu,833_833.thumbnail_default.jpg,46.8591287,-88.7774734
Finlandia University,Division III,Division III,Non-DI,Active Member,American Collegiate Athletic Association,American Collegiate Athletic Association,Non-HBCU,Private,Baccalaureate Colleges,"Hancock, MI",www.finlandia.edu,www.fulions.com,834_834.site.png,47.126871,-88.580956
University of Minnesota Duluth,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Duluth, MN",www.d.umn.edu/,www.umdbulldogs.com,835_835.site.png,46.7729322,-92.1251218
University of Wisconsin-Superior,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Superior, WI",www.uwsuper.edu/,www.uwsyellowjackets.com,836_836.site.png,46.7207737,-92.1040796
The College of St. Scholastica,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Research Universities,"Duluth, MN",www.css.edu/,www.csssaints.com,837_837.favicon.ico,46.7729322,-92.1251218
North Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Fargo, ND",www.GoBison.com,www.ndsu.edu/,838_838.site.png,46.877229,-96.789821
College of Saint Benedict,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"St. Joseph, MN",www.csbblazers.com,www.csbsju.edu,841_841.favicon.ico,45.5645229,-94.3180516
Saint John's University (Minnesota),Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Collegeville, MN",www.csbsju.edu,www.gojohnnies.com,842_842.favicon.ico,45.5944117,-94.3622868
Southwest Minnesota State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Marshall, MN",www.smsu.edu,www.smsumustangs.com,844_844.favicon.ico,48.3605336,-96.381968
Bethany Lutheran College,Division III,Division III,Non-DI,Active Member,Upper Midwest Athletic Conference,Upper Midwest Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Mankato, MN",www.blc.edu,www.blcvikings.com,845_845.favicon.ico,44.1634663,-93.9993505
"Minnesota State University, Mankato",Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Mankato, MN",www.mnsu.edu/,www.msumavericks.com,846_846.site.png,44.1634663,-93.9993505
St. Olaf College,Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Northfield, MN",www.stolaf.edu,www.stolaf/athletics.edu,848_848.favicon.ico,44.4582041,-93.161159
