School Name,Primary Division,Sport Division,Subdivision,Membership Status,Primary Conference,Sport Conference,HBCU/Non-HBCU,Public/Private,Carnegie Classification,City/State ,Primary URL,Secondary URL,Latitude,Longitude,Primary Icon,Updated Latitude,Updated Longitude
Nova Southeastern University,Division II,Division II,Non-DI,Active Member,Sunshine State Conference,Sunshine State Conference,Non-HBCU,Private,Research Universities,"Fort Lauderdale, FL",www.nova.edu,www.nsusharks.com,26.1223084,-80.1433786,254.favicon.ico.ico,26.1223084,-80.1433786
University of Louisiana at Lafayette,Division I,Division I,DI FBS,Active Member,Sun Belt Conference,Sun Belt Conference,Non-HBCU,Public,Research Universities,"Lafayette, LA",www.louisiana.edu/,www.ragincajuns.com,30.2240897,-92.0198427,,30.2240897,-92.0198427
Austin College,Division III,Division III,Non-DI,Active Member,Southern Collegiate Athletic Conference,Southern Collegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Sherman, TX",www.acroos.com,www.austincollege.edu,36.2452294,-101.8858689,256.thumbnail_default.jpg.jpg,36.2452294,-101.8858689
Wichita State University,Division I,Division I,DI Subdivision,Active Member,American Athletic Conference,American Athletic Conference,Non-HBCU,Public,Research Universities,"Wichita, KS",www.goshockers.com,www.wichita.edu,37.6922361,-97.3375448,257.site.png.png,37.6922361,-97.3375448
Newman University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Private,Master's Colleges & Universities,"Wichita, KS",www.newmanjets.com,www.newmanu.edu,37.6922361,-97.3375448,258.favicon.ico.ico,37.6922361,-97.3375448
Fort Hays State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Hays, KS",www.fhsu.edu,www.fhsuathletics.com,38.8791783,-99.3267702,259.favicon.ico.ico,38.8791783,-99.3267702
University of Sioux Falls,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Sioux Falls, SD",www.usfcougars.com,www.usiouxfalls.edu,43.5499749,-96.700327,260.favicon.ico.ico,43.5499749,-96.700327
"Concordia College, Moorhead",Division III,Division III,Non-DI,Active Member,Minnesota Intercollegiate Athletic Conference,Minnesota Intercollegiate Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Moorhead, MN",www.concordiacollege.edu,www.gocobbers.com,46.8739081,-96.7538674,261.opengraph.jpg.jpg,46.8739081,-96.7538674
North Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Fargo, ND",www.GoBison.com,www.ndsu.edu/,46.877229,-96.789821,,46.877229,-96.789821
Minot State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Minot, ND",www.minotstateu.edu,www.msubeavers.com,48.23251,-101.296273,263.favicon.ico.ico,48.23251,-101.296273
University of Mary,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Private,Research Universities,"Bismarck, ND",www.goumary.com,www.umary.edu/,46.808327,-100.783739,264.favicon.ico.ico,46.808327,-100.783739
Northern State University,Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Aberdeen, SD",nsuwolves.com,www.northern.edu,45.4649805,-98.487813,,45.4649805,-98.487813
South Dakota State University,Division I,Division I,DI FCS,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Brookings, SD",www.gojacks.com,www.sdstate.edu,44.3763598,-96.7925213,266.site.png.png,44.311461,-96.79844
Wayne State College (Nebraska),Division II,Division II,Non-DI,Active Member,Northern Sun Intercollegiate Conference,Northern Sun Intercollegiate Conference,Non-HBCU,Public,Master's Colleges & Universities,"Wayne, NE",www.wsc.edu/,www.wscwildcats.com/,42.1941294,-97.169623,267.apple-touch-icon.png.png,42.1941294,-97.169623
Nebraska Wesleyan University,Division III,Division III,Non-DI,Active Member,American Rivers Conference,American Rivers Conference,Non-HBCU,Private,Master's Colleges & Universities,"Lincoln, NE",www.NebrWesleyan.edu/athletics,www.nebrwesleyan.edu/,40.8088861,-96.7077751,,40.8088861,-96.7077751
"University of Nebraska, Lincoln",Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"Lincoln, NE",www.huskers.com,www.unl.edu,40.8088861,-96.7077751,269.favicon.ico.ico,40.8088861,-96.7077751
University of Nebraska Omaha,Division I,Division I,DI Subdivision,Active Member,The Summit League,The Summit League,Non-HBCU,Public,Research Universities,"Omaha, NE",www.omavs.com,www.unomaha.edu/,41.2587459,-95.9383758,270.favicon.ico.ico,41.2587459,-95.9383758
Creighton University,Division I,Division I,DI Subdivision,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Research Universities,"Omaha, NE",www.creighton.edu,www.gocreighton.com,41.2587459,-95.9383758,271.cu_favicon_16x16.ico.ico,41.2587459,-95.9383758
Oklahoma State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Stillwater, OK",www.okstate.com,www.okstate.edu,36.1156306,-97.0585717,272.site.png.png,36.1156306,-97.0585717
University of Kansas,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Lawrence, KS",www.ku.edu,www.kuathletics.com,38.9719384,-95.2359496,273.social-large.jpg.jpg,38.9719384,-95.2359496
Washburn University of Topeka,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Research Universities,"Topeka, KS",www.WUSports.com,www.washburn.edu,39.049011,-95.677556,274.site.png.png,39.049011,-95.677556
Kansas State University,Division I,Division I,DI FBS,Active Member,Big 12 Conference,Big 12 Conference,Non-HBCU,Public,Research Universities,"Manhattan, KS",www.k-state.edu/,www.kstatesports.com,39.1836082,-96.5716694,275.favicon.ico.ico,39.1836082,-96.5716694
Emporia State University,Division II,Division II,Non-DI,Active Member,Mid-America Intercollegiate Athletics Association,Mid-America Intercollegiate Athletics Association,Non-HBCU,Public,Master's Colleges & Universities,"Emporia, KS",www.emporia.edu,www.esuhornets.com/,38.4040054,-96.181623,276.favicon-16x16.png.png,38.4040054,-96.181623
Gannon University,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Private,Research Universities,"Erie, PA",www.gannon.edu,www.gannon.edu/sports,42.1294712,-80.0852695,277.favicon.ico.ico,42.1294712,-80.0852695
Gettysburg College,Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Baccalaureate Colleges,"Gettysburg, PA",gettysburgsports.com,www.gettysburg.edu,39.8308973,-77.231012,278.site.png.png,39.8308973,-77.231012
Shippensburg University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Shippensburg, PA",www.ship.edu,www.shipraiders.com,40.0562262,-77.5139074,,40.0562262,-77.5139074
Wilson College,Division III,Division III,Non-DI,Active Member,Colonial States Athletic Conference,Colonial States Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Chambersburg, PA",www.wilson.edu,www.wilsonphoenix.com,39.9405903,-77.6598624,280.favicon_0.ico.ico,39.9405903,-77.6598624
Pennsylvania State University,Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"University Park, PA",goPSUsports.com,www.psu.edu,40.8087493,-77.8585662,281.favicon.ico.ico,40.8087493,-77.8585662
Juniata College,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Baccalaureate Colleges,"Huntingdon, PA",www.juniata.edu/,www.juniatasports.net,40.3446332,-78.0281185,282.favicon.ico.ico,40.3446332,-78.0281185
"Penn State University, Altoona",Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Altoona, PA",www.altoona.psu.edu,www.altoona.psu.edu/sports,40.518681,-78.394736,283.favicon.ico.ico,40.518681,-78.394736
Mount Aloysius College,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Baccalaureate Colleges,"Cresson, PA",www.mountieathletics.com,www.mtaloy.edu,40.4597938,-78.5916837,284.site.png.png,40.4597938,-78.5916837
"University of Pittsburgh, Johnstown",Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Johnstown, PA",pittjohnstownathletics.com/,www.upj.pitt.edu,40.3267407,-78.9219698,285.favicon.ico.ico,40.3267407,-78.9219698
Indiana University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Research Universities,"Indiana, PA",www.iup.edu/,www.iupathletics.com/,40.6424116,-79.1262839,286.favicon.ico.ico,40.6424116,-79.1262839
"University of Pittsburgh, Bradford",Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Bradford, PA",www.upb.pitt.edu/,www.upb.pitt.edu/athletics,41.9558963,-78.6439164,287.favicon.ico.ico,41.7746685,-76.5264613
Allegheny College,Division III,Division III,Non-DI,Active Member,North Coast Athletic Conference,North Coast Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Meadville, PA",www.allegheny.edu,www.alleghenygators.com,41.641445,-80.151449,288.favicon.ico.ico,41.641445,-80.151449
Thiel College,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Greenville, PA",www.thiel.edu,www.thielathletics.com,31.8295972,-86.6177517,289.favicon.ico.ico,31.8295972,-86.6177517
Westminster College (Pennsylvania),Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"New Wilmington, PA",www.westminster.edu/,www.westminster.edu/athletics/,41.1222812,-80.3328428,290.favicon.ico.ico,41.1222812,-80.3328428
Clarion University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Clarion, PA",www.clarion.edu,www.clariongoldeneagles.com/,41.1818771,-79.429169,291.favicon.ico.ico,41.1818771,-79.429169
Grove City College,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Grove City, PA",www.gcc.edu,www2.gcc.edu/sports/,41.1579008,-80.0886631,292.favicon2.ico.ico,41.1579008,-80.0886631
Slippery Rock University of Pennsylvania,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Master's Colleges & Universities,"Slippery Rock, PA",www.rockathletics.com,www.sru.edu/,41.0639506,-80.0564468,,41.0639506,-80.0564468
La Roche University,Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Private,Master's Colleges & Universities,"Pittsburgh, PA",larochesports.com,www.laroche.edu,40.4416941,-79.9900861,294.thumbnail_default.jpg.jpg,40.4416941,-79.9900861
Chatham University,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Research Universities,"Pittsburgh, PA",www.chatham.edu,www.gochathamcougars.com,40.4416941,-79.9900861,295.favicon.ico.ico,40.4416941,-79.9900861
University of Pittsburgh,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Public,Research Universities,"Pittsburgh, PA",www.pitt.edu,www.pittsburghpanthers.com,40.4416941,-79.9900861,296.favicon.ico.ico,40.4416941,-79.9900861
Seton Hill University,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Greensburg, PA",athletics.setonhill.edu/,www.setonhill.edu/,40.3014581,-79.5389289,297.favicon.ico.ico,40.3014581,-79.5389289
"University of Pittsburgh, Greensburg",Division III,Division III,Non-DI,Active Member,Allegheny Mountain Collegiate Conference,Allegheny Mountain Collegiate Conference,Non-HBCU,Public,Baccalaureate Colleges,"Greensburg, PA",pittgreensburgathletics.com/,www.greensburg.pitt.edu/,40.3014581,-79.5389289,298.site.png.png,40.3014581,-79.5389289
Saint Vincent College,Division III,Division III,Non-DI,Active Member,Presidents' Athletic Conference,Presidents' Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Latrobe, PA",athletics.stvincent.edu/,www.stvincent.edu,40.317287,-79.3840301,299.site.png.png,40.317287,-79.3840301
Centenary University (New Jersey),Division III,Division III,Non-DI,Active Member,Colonial States Athletic Conference,Colonial States Athletic Conference,Non-HBCU,Private,Master's Colleges & Universities,"Hackettstown, NJ",www.centenarycollege.edu,www.centenarycyclones.com,40.8539878,-74.8290556,,40.8539878,-74.8290556
Franklin & Marshall College,Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Baccalaureate Colleges,"Lancaster, PA",www.fandm.edu,www.godiplomats.com,40.08067,-76.2411283,301.favicon.ico.ico,40.03813,-76.3056686
Shepherd University,Division II,Division II,Non-DI,Active Member,Pennsylvania State Athletic Conference,Pennsylvania State Athletic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Shepherdstown, WV",www.shepherd.edu/,www.shepherdrams.com,39.4300996,-77.804161,302.icon-logo-1024.png.png,39.4300996,-77.804161
Salisbury University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Master's Colleges & Universities,"Salisbury, MD",www.salisbury.edu/,www.salisbury.edu/athletics/,38.3662114,-75.6008881,303.favicon.ico.ico,38.3662114,-75.6008881
Washington College (Maryland),Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Baccalaureate Colleges,"Chestertown, MD",www.WashingtonCollegeSports.com,www.washcoll.edu/,39.2089986,-76.0666126,,39.2089986,-76.0666126
Johns Hopkins University,Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Research Universities,"Baltimore, MD",www.hopkinssports.com,www.jhu.edu/,39.2908816,-76.610759,305.favicon.ico.ico,39.2908816,-76.610759
Coppin State University,Division I,Division I,DI Subdivision,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Baltimore, MD",www.coppin.edu,www.coppinstatesports.com,39.2908816,-76.610759,,39.2908816,-76.610759
"University of Maryland, Baltimore County",Division I,Division I,DI Subdivision,Active Member,America East Conference,America East Conference,Non-HBCU,Public,Research Universities,"Baltimore, MD",UMBCRetrievers.com,www.umbc.edu/,39.2908816,-76.610759,,39.2908816,-76.610759
Towson University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Towson, MD",www.towson.edu,www.towsontigers.com,39.4018552,-76.602388,308.towsonu-logo.png.png,39.4018552,-76.602388
Stevenson University,Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conference Commonwealth,Non-HBCU,Private,Master's Colleges & Universities,"Stevenson, MD",www.gomustangsports.com,www.stevenson.edu,39.4102772,-76.7128314,,39.4102772,-76.7128314
McDaniel College,Division III,Division III,Non-DI,Active Member,Centennial Conference,Centennial Conference,Non-HBCU,Private,Master's Colleges & Universities,"Westminster, MD",www.mcdaniel.edu/,www.mcdaniel.edu/athletics,39.5752639,-76.9959277,310.favicon.ico.ico,39.5752639,-76.9959277
Hood College,Division III,Division III,Non-DI,Active Member,Middle Atlantic Conferences,Middle Atlantic Conference Commonwealth,Non-HBCU,Private,Master's Colleges & Universities,"Frederick, MD",www.hood.edu,www.hoodathletics.com,39.4142186,-77.4109269,311.favicon.ico.ico,39.4142186,-77.4109269
Mount St. Mary's University,Division I,Division I,DI Subdivision,Active Member,Northeast Conference,Northeast Conference,Non-HBCU,Private,Master's Colleges & Universities,"Emmitsburg, MD",www.mountathletics.com,www.msmary.edu,39.7045417,-77.3269307,312.site.png.png,39.7045417,-77.3269307
University of Maryland Eastern Shore,Division I,Division I,DI Subdivision,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Princess Anne, MD",www.umes.edu,www.umeshawks.com,38.2028428,-75.6920008,313.favicon.ico.ico,38.2028428,-75.6920008
University of Delaware,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Newark, DE",www.bluehens.com,www.udel.edu,39.6852191,-75.7508289,314.site.png.png,39.6852191,-75.7508289
Wesley College,Division III,Division III,Non-DI,Active Member,Atlantic East Conference,Atlantic East Conference,Non-HBCU,Private,Baccalaureate Colleges,"Dover, DE",www.gowesleyathletics.com,www.wesley.edu,39.158168,-75.5243682,315.thumbnail_default.jpg.jpg,39.158168,-75.5243682
Delaware State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Research Universities,"Dover, DE",www.desu.edu,www.dsuhornets.com/,39.158168,-75.5243682,316.favicon.ico.ico,39.158168,-75.5243682
"University of Maryland, College Park",Division I,Division I,DI FBS,Active Member,Big Ten Conference,Big Ten Conference,Non-HBCU,Public,Research Universities,"College Park, MD",www.umd.edu,www.umterps.com,38.980666,-76.9369189,317.UMD_Logo-white.png.png,38.980666,-76.9369189
Gallaudet University,Division III,Division III,Non-DI,Active Member,North Eastern Athletic Conference,North Eastern Athletic Conference,Non-HBCU,Private,Research Universities,"Washington, DC",www.gallaudet.edu,www.gallaudetathletics.com,38.8949855,-77.0365708,318.swoonicon.ico.ico,38.8949855,-77.0365708
Catholic University,Division III,Division III,Non-DI,Active Member,Landmark Conference,Landmark Conference,Non-HBCU,Private,Research Universities,"Washington, DC",www.cua.edu,www.cuacardinals.com,38.8949855,-77.0365708,319.CUA-Logo-Large.png.png,38.8949855,-77.0365708
George Mason University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Public,Research Universities,"Fairfax, VA",www.gmu.edu,www.gomason.com,38.8462236,-77.3063733,320.favicon.ico.ico,38.8462236,-77.3063733
Shenandoah University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Research Universities,"Winchester, VA",www.su.edu,www.suhornets.com,39.1852184,-78.1652404,321.Womens-Lacrosse-April-2018-14-1.jpg.jpg,39.1852184,-78.1652404
University of Mary Washington,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Master's Colleges & Universities,"Fredericksburg, VA",www.umw.edu/,www.umweagles.com,38.2967927,-77.483409,322.favicon.ico.ico,38.3031837,-77.4605399
George Washington University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Research Universities,"Washington, DC",gwsports.collegesports.com,www.gwu.edu/,38.8949855,-77.0365708,,38.8949855,-77.0365708
Georgetown University,Division I,Division I,DI FCS,Active Member,Big East Conference,Big East Conference,Non-HBCU,Private,Research Universities,"Washington, DC",www.georgetown.edu,www.guhoyas.com,38.8949855,-77.0365708,324.w-logo-blue-white-bg.png.ico,38.8949855,-77.0365708
Marymount University (Virginia),Division III,Division III,Non-DI,Active Member,Atlantic East Conference,Atlantic East Conference,Non-HBCU,Private,Master's Colleges & Universities,"Arlington, VA",www.marymount.edu/,www.marymount.edu/athletics,38.8903961,-77.0841585,325.favicon.ico.ico,38.8903961,-77.0841585
Norfolk State University,Division I,Division I,DI FCS,Active Member,Mid-Eastern Athletic Conf.,Mid-Eastern Athletic Conf.,HBCU,Public,Master's Colleges & Universities,"Norfolk, VA",www.nsu.edu,www.nsuspartans.com,36.8462923,-76.2929252,,36.8462923,-76.2929252
St. Mary's College of Maryland,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Baccalaureate Colleges,"St. Mary's City, MD",www.smcm.edu/,www.smcmathletics.com,38.18649205,-76.43012002292039,327.favicon.ico.ico,38.186492,-76.43012
Virginia Commonwealth University,Division I,Division I,DI Subdivision,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Public,Research Universities,"Richmond, VA",www.vcu.edu,www.vcuathletics.com/,37.5385087,-77.43428,328.favicon.ico.ico,37.5385087,-77.43428
University of Richmond,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Baccalaureate Colleges,"Richmond, VA",www.RichmondSpiders.com/,www.richmond.edu/,37.5385087,-77.43428,,37.5385087,-77.43428
Randolph-Macon College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Ashland, VA",www.rmc.edu/,www.rmcathletics.com,37.7594012,-77.4806603,330.favicon.ico.ico,37.7594012,-77.4806603
James Madison University,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Master's Colleges & Universities,"Harrisonburg, VA",www.jmu.edu/,www.jmusports.com,38.4493315,-78.8688833,331.favicon.ico.ico,38.4396675,-78.8701365
Bridgewater College (Virginia),Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Bridgewater, VA",www.bridgewater.edu,www.bridgewatereagles.com,38.3820655,-78.9766975,332.favicon.ico.ico,38.3820655,-78.9766975
University of Virginia,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Public,Research Universities,"Charlottesville, VA",www.virginia.edu/,www.virginiasports.com/,38.029306,-78.4766781,333.favicon.ico.ico,38.029306,-78.4766781
Southern Virginia University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Private,Baccalaureate Colleges,"Buena Vista, VA",athletics.svu.edu/landing/index,www.svu.edu,37.7342962,-79.3539292,,37.7342962,-79.3539292
Washington and Lee University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Lexington, VA",generalssports.com,www.wlu.edu,37.7802145,-79.44385152471813,335.generalssports.com.,37.7840208,-79.4428157
Virginia Military Institute,Division I,Division I,DI FCS,Active Member,Southern Conference,Southern Conference,Non-HBCU,Public,Baccalaureate Colleges,"Lexington, VA",www.vmi.edu,www.vmikeydets.com,37.7802145,-79.44385152471813,336.homepage_fall.jpg.jpg,37.7840208,-79.4428157
Virginia State University,Division II,Division II,Non-DI,Active Member,Central Intercollegiate Athletic Association,Independent,HBCU,Public,Master's Colleges & Universities,"Petersburg, VA",www.govsutrojans.com,www.vsu.edu/,37.227928,-77.4019268,337.site.png.png,37.1924594,-77.3677408
Longwood University,Division I,Division I,DI Subdivision,Active Member,Big South Conference,Big South Conference,Non-HBCU,Public,Master's Colleges & Universities,"Farmville, VA",www.longwood.edu/,www.longwoodlancers.com,37.3024713,-78.3923813,338.2016-09-02_1811-1337x702.jpg.jpg,37.3024713,-78.3923813
Hampden-Sydney College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Hampden-Sydney, VA",www.hsc.edu/,www.hscathletics.com,37.241524,-78.47098543404908,339.apple-touch-icon.png.png,37.241524,-78.4709854
Virginia Wesleyan University,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Virginia Beach, VA",vwcathletics.com/landing/index,www.vwc.edu/,36.8529841,-75.9774183,340.vwuathletics.com.,36.8529841,-75.9774183
Old Dominion University,Division I,Division I,DI FBS,Active Member,Conference USA,Conference USA,Non-HBCU,Public,Research Universities,"Norfolk, VA",www.odu.edu,www.odusports.com,36.8462923,-76.2929252,341.image.img.2160.jpg.jpg,36.8462923,-76.2929252
Christopher Newport University,Division III,Division III,Non-DI,Active Member,Capital Athletic Conference Inc.,Capital Athletic Conference Inc.,Non-HBCU,Public,Master's Colleges & Universities,"Newport News, VA",CNUsports.com,www.cnu.edu,36.9786449,-76.4321089,,36.9786449,-76.4321089
William & Mary,Division I,Division I,DI FCS,Active Member,Colonial Athletic Association,Colonial Athletic Association,Non-HBCU,Public,Research Universities,"Williamsburg, VA",Tribeathletics.com,www.wm.edu/,37.27892105,-76.69448606443117,343.site.png.png,37.2789211,-76.6944861
Ferrum College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Ferrum, VA",www.ferrum.edu,www.ferrumpanthers.com,36.937856999999994,-80.01424992208018,344.favicon.ico.ico,36.9229159,-80.0133712
Averett University,Division III,Division III,Non-DI,Active Member,USA South Athletic Conference,USA South Athletic Conference,Non-HBCU,Private,Baccalaureate Colleges,"Danville, VA",www.averett.edu,www.averettcougars.com,36.5859718,-79.3950228,345.favicon.ico.ico,36.5859718,-79.3950228
Liberty University,Division I,Division I,DI FBS,Active Member,ASUN Conference,ASUN Conference,Non-HBCU,Private,Research Universities,"Lynchburg, VA",www.LibertyFlames.com,www.liberty.edu,37.4137536,-79.1422464,,37.4137536,-79.1422464
The University of Virginia's College at Wise,Division II,Division II,Non-DI,Active Member,South Atlantic Conference,South Atlantic Conference,Non-HBCU,Public,Baccalaureate Colleges,"Wise, VA",www.uvawise.edu,www.uvawisecavs.com,37.0170633,-82.6103804,,37.0170633,-82.6103804
Radford University,Division I,Division I,DI Subdivision,Active Member,Big South Conference,Big South Conference,Non-HBCU,Public,Master's Colleges & Universities,"Radford, VA",www.radford.edu/,www.radfordathletics.com/,37.1381984,-79.6178087,,37.1317924,-80.5764477
Virginia Polytechnic Institute and State University,Division I,Division I,DI FBS,Active Member,Atlantic Coast Conference,Atlantic Coast Conference,Non-HBCU,Public,Research Universities,"Blacksburg, VA",www.hokiesports.com,www.vt.edu,37.2296566,-80.4136767,349.site.png.png,37.2296566,-80.4136767
Roanoke College,Division III,Division III,Non-DI,Active Member,Old Dominion Athletic Conf.,Old Dominion Athletic Conf.,Non-HBCU,Private,Baccalaureate Colleges,"Salem, VA",maroons.roanoke.edu/,www.roanoke.edu/,37.293378,-80.054667,350.thumbnail_default.jpg.jpg,37.2880698,-80.0704308
Davidson College,Division I,Division I,DI FCS,Active Member,Atlantic 10 Conference,Atlantic 10 Conference,Non-HBCU,Private,Baccalaureate Colleges,"Davidson, NC",www.davidson.edu,www.davidsonwildcats.com,35.4993031,-80.8486846,351.favicon.ico.ico,35.7902384,-80.2115053
